biome,zone,material,probability,minInclination,maxInclination,propDistance,slotDistance,terrainOffset,slotFilename
LostRiver_BonesField_ThermalVent,Generic,LostRiver_Rock,0.03,0,180,0.3,1,0,LostRiver/BonesField/BonesField_Loot_ThermalVent
LostRiver_BonesField_ThermalVent,Generic,LostRiver_Ground,0.03,0,180,0.3,1,0,LostRiver/BonesField/BonesField_Loot_ThermalVent
LostRiver_BonesField_Ledge,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ledge
LostRiver_BonesField,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ledge
LostRiver_BonesField_Ledge,Generic,LostRiver_Ground,0.01,0,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ledge
LostRiver_BonesField_Ledge,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Ledge
LostRiver_BonesField_Lake,Generic,LostRiver_Ground,0.01,0,35,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Lake_Floor
LostRiver_BonesField_LakePit,Generic,LostRiver_Rock,0.02,35,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_LakePit_Wall
LostRiver_BonesField_LakePit,Generic,LostRiver_Ground,0.04,0,35,0.3,5,0,LostRiver/BonesField/BonesField_Loot_LakePit_Floor
LostRiver_BonesField,Generic,LostRiver_Rock,0.005,35,135,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Wall
LostRiver_BonesField,Generic,LostRiver_Ground,0.003,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ground
LostRiver_BonesField,Generic,LostRiver_Rock,0.003,135,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ceiling
LostRiver_BonesField,Generic,LostRiver_Algae,0.015,135,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Algae
LostRiver_BonesField_Ledge,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ledge
LostRiver_BonesField,Generic,LostRiver_Ledge,0.01,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ledge
LostRiver_BonesField_Ledge,Generic,LostRiver_Ground,0.01,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ledge
LostRiver_BonesField_Ledge,Generic,LostRiver_Algae,0.01,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Ledge
LostRiver_BonesField_Cave,Generic,LostRiver_Ground,0.01,0,45,0.3,1,2,LostRiver/BonesField/BonesField_Creature_Cave_Ground
LostRiver_BonesField_Cave,Generic,LostRiver_Rock,0.0075,45,135,0.3,1,2,LostRiver/BonesField/BonesField_Creature_Cave_Wall
LostRiver_BonesField_ThermalVent,Generic,LostRiver_Rock,0.05,0,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_ThermalVent
LostRiver_BonesField_Corridor,Generic,LostRiver_Rock,0.01,35,135,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Corridor_Wall
LostRiver_BonesField_Corridor,Generic,LostRiver_Ground,0.01,0,35,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Corridor_Ground
LostRiver_BonesField_Corridor,Generic,LostRiver_Rock,0.01,135,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Corridor_Ceiling
LostRiver_BonesField_Corridor,Generic,LostRiver_Algae,0.01,0,45,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Corridor_Algae
LostRiver_BonesField_Corridor_Stream,Generic,LostRiver_Rock,0.01,0,180,0.3,5,0,LostRiver/BonesField/BonesField_Loot_Corridor_Stream
LostRiver_BonesField_Corridor,Generic,LostRiver_Rock,0.01,35,135,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Corridor_Wall
LostRiver_BonesField_Corridor,Generic,LostRiver_Ground,0.01,0,35,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Corridor_Ground
LostRiver_BonesField_Corridor,Generic,LostRiver_Rock,0.01,135,180,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Corridor_Ceiling
LostRiver_BonesField_Corridor,Generic,LostRiver_Algae,0.01,0,45,0.3,5,5,LostRiver/BonesField/BonesField_Creature_Corridor_Algae
LostRiver_GhostTree,Generic,LostRiver_Rock,0.01,35,135,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Wall
LostRiver_GhostTree,Generic,LostRiver_Ground,0.01,0,45,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ground
LostRiver_GhostTree,Generic,LostRiver_Grass,0.01,0,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Grass
LostRiver_GhostTree,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ground
LostRiver_GhostTree,Generic,LostRiver_Rock,0.01,135,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ceiling
LostRiver_GhostTree_Lake,Generic,LostRiver_Ground,0.01,0,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Lake_Floor
LostRiver_GhostTree,Generic,LostRiver_Rock,0.01,35,135,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Wall
LostRiver_GhostTree,Generic,LostRiver_Ground,0.01,0,45,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Ground
LostRiver_GhostTree,Generic,LostRiver_Grass,0.01,0,180,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Grass
LostRiver_GhostTree,Generic,LostRiver_Rock,0.01,135,180,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Ceiling
LostRiver_GhostTree_Lower,Generic,LostRiver_Rock,0.01,35,135,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Wall
LostRiver_GhostTree_Lower,Generic,LostRiver_Ground,0.01,0,45,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ground
LostRiver_GhostTree_Lower,Generic,LostRiver_Grass,0.01,0,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Grass
LostRiver_GhostTree_Lower,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ground
LostRiver_GhostTree_Lower,Generic,LostRiver_Rock,0.01,135,180,0.3,5,0,LostRiver/GhostTree/GhostTree_Loot_Ceiling
LostRiver_GhostTree_Lower,Generic,LostRiver_Rock,0.01,35,135,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Wall
LostRiver_GhostTree_Lower,Generic,LostRiver_Ground,0.01,0,45,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Ground_Lower
LostRiver_GhostTree_Lower,Generic,LostRiver_Grass,0.01,0,180,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Grass
LostRiver_GhostTree_Lower,Generic,LostRiver_Rock,0.01,135,180,0.3,5,5,LostRiver/GhostTree/GhostTree_Creature_Ceiling
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Rock,0.01,35,135,0.3,5,0,LostRiver/GhostTree/Loot_Wall
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Ground,0.01,0,45,0.3,5,0,LostRiver/GhostTree/Loot_Ground
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Grass,0.01,0,180,0.3,5,0,LostRiver/GhostTree/Loot_Grass
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Algae,0.01,0,180,0.3,5,0,LostRiver/GhostTree/Loot_Ground
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Rock,0.01,135,180,0.3,5,0,LostRiver/GhostTree/Loot_Ceiling
LostRiver_GhostTree_Skeleton,Generic,LostRiver_Grass,0.01,0,180,0.3,5,5,LostRiver/GhostTree/Creature_Grass
LostRiver_Junction,Generic,LRJ_Ground,0.005,0,180,0.3,5,0,LostRiver/Junction/Junction_Loot_Ground
LostRiver_Junction,Generic,LRJ_Rock,0.005,135,180,0.3,5,0,LostRiver/Junction/Junction_Loot_Ceiling
LostRiver_Junction,Generic,LRJ_Roots,0.01,0,180,0.3,5,0,LostRiver/Junction/Junction_Loot_Roots
LostRiver_Junction,Generic,LRJ_Rock,0.005,0,135,0.3,5,0,LostRiver/Junction/Junction_Loot_Wall
LostRiver_Junction_Water,Generic,LRJ_Ground,0.01,0,45,0.3,5,0,LostRiver/Junction/Junction_Loot_Water_Floor
LostRiver_Junction_Water,Generic,LRJ_Rock,0.01,45,180,0.3,5,0,LostRiver/Junction/Junction_Loot_Water_Wall
LostRiver_Junction_ThermalVent,Generic,LRJ_Rock,0.03,0,180,0.3,5,0,LostRiver/Junction/Junction_Loot_ThermalVent
LostRiver_Junction_ThermalVent,Generic,LRJ_Ground,0.03,0,180,0.3,5,0,LostRiver/Junction/Junction_Loot_ThermalVent
LostRiver_Junction,Generic,LRJ_Ground,0.005,0,180,0.3,5,5,LostRiver/Junction/Junction_Creature_Ground
LostRiver_Junction,Generic,LRJ_Rock,0.01,135,180,0.3,5,5,LostRiver/Junction/Junction_Creature_Ceiling
LostRiver_Junction,Generic,LRJ_Roots,0.005,0,180,0.3,5,5,LostRiver/Junction/Junction_Creature_Roots
LostRiver_Junction,Generic,LRJ_Rock,0.005,0,135,0.3,5,5,LostRiver/Junction/Junction_Creature_Wall
LostRiver_Junction_Water,Generic,LRJ_Ground,0.01,0,45,0.3,5,5,LostRiver/Junction/Junction_Creature_Water_Floor
LostRiver_Junction_Water,Generic,LRJ_Rock,0.01,45,180,0.3,5,5,LostRiver/Junction/Junction_Creature_Water_Wall
LostRiver_Junction_ThermalVent,Generic,LRJ_Rock,0.03,0,180,0.3,5,5,LostRiver/Junction/Junction_Creature_ThermalVent
LostRiver_Junction_ThermalVent,Generic,LRJ_Ground,0.03,0,180,0.3,5,5,LostRiver/Junction/Junction_Creature_ThermalVent
LostRiver_Canyon,Generic,LostRiver_Canyon_Rock,0.01,35,135,0.3,5,0,LostRiver/Canyon/Canyon_Loot_Wall
LostRiver_Canyon,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,0,LostRiver/Canyon/Canyon_Loot_Ground
LostRiver_Canyon,Generic,LostRiver_Canyon_Grass,0.01,0,180,0.3,5,0,LostRiver/Canyon/Canyon_Loot_Grass
LostRiver_Canyon,Generic,LostRiver_Canyon_Algae,0.01,0,180,0.3,5,0,LostRiver/Canyon/Canyon_Loot_Algae
LostRiver_Canyon,Generic,LostRiver_Canyon_Rock,0.01,135,180,0.3,5,0,LostRiver/Canyon/Canyon_Loot_Ceiling
LostRiver_Canyon,Generic,LostRiver_Canyon_Rock,0.01,35,135,0.3,5,5,LostRiver/Canyon/Canyon_Creature_Wall
LostRiver_Canyon,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,5,LostRiver/Canyon/Canyon_Creature_Ground
LostRiver_Canyon,Generic,LostRiver_Canyon_Grass,0.01,0,180,0.3,5,5,LostRiver/Canyon/Canyon_Creature_Grass
LostRiver_Canyon,Generic,LostRiver_Canyon_Rock,0.01,135,180,0.3,5,5,LostRiver/Canyon/Canyon_Creature_Ceiling
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Rock,0.01,35,135,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Wall
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Ground
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Grass,0.01,0,180,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Grass
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Algae,0.01,0,180,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Algae
LostRiver_SkeletonCave_Cave_Sphere,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Ground
LostRiver_SkeletonCave_Cave_Sphere,Generic,LostRiver_Canyon_Algae,0.01,0,45,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Ground
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Rock,0.01,135,180,0.3,5,0,LostRiver/SkeletonCave/SkeletonCave_Loot_Ceiling
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Rock,0.01,35,135,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Wall
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Ground
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Grass,0.01,0,180,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Grass
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Rock,0.01,135,180,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Ceiling
LostRiver_SkeletonCave,Generic,LostRiver_Canyon_Rock,0.01,135,180,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Ceiling
LostRiver_SkeletonCave_Cave_Sphere,Generic,LostRiver_Canyon_Ground,0.01,0,45,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Skeleton
LostRiver_SkeletonCave_Cave_Sphere,Generic,LostRiver_Canyon_Algae,0.01,0,45,0.3,5,5,LostRiver/SkeletonCave/SkeletonCave_Creature_Skeleton
LostRiver_Corridor,Generic,LRJ_Ground,0.005,0,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Ground
LostRiver_Corridor,Generic,LRJ_Rock,0.005,135,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Ceiling
LostRiver_Corridor,Generic,LRJ_Roots,0.01,0,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Roots
LostRiver_Corridor,Generic,LRJ_Rock,0.005,0,135,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Wall
LostRiver_Corridor_Water,Generic,LRJ_Ground,0.01,0,45,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Water_Floor
LostRiver_Corridor_Water,Generic,LRJ_Rock,0.01,45,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_Water_Wall
LostRiver_Corridor_ThermalVents,Generic,LRJ_Rock,0.03,0,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_ThermalVent
LostRiver_Corridor_ThermalVents,Generic,LRJ_Ground,0.03,0,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_ThermalVent
LostRiver_Corridor_ThermalVents,Generic,GrandReef_Ground,0.03,0,180,0.3,5,0,LostRiver/Corridor/Corridor_Loot_ThermalVent
LostRiver_Corridor,Generic,LRJ_Ground,0.005,0,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Ground
LostRiver_Corridor,Generic,LRJ_Rock,0.01,135,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Ceiling
LostRiver_Corridor,Generic,LRJ_Roots,0.005,0,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Roots
LostRiver_Corridor,Generic,LRJ_Rock,0.005,0,135,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Wall
LostRiver_Corridor_Water,Generic,LRJ_Ground,0.01,0,45,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Water_Floor
LostRiver_Corridor_Water,Generic,LRJ_Rock,0.01,45,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_Water_Wall
LostRiver_Corridor_ThermalVents,Generic,LRJ_Rock,0.03,0,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_ThermalVent
LostRiver_Corridor_ThermalVents,Generic,LRJ_Ground,0.03,0,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_ThermalVent
LostRiver_Corridor_ThermalVents,Generic,GrandReef_Ground,0.03,0,180,0.3,5,5,LostRiver/Corridor/Corridor_Creature_ThermalVent
CragField,Generic,CFSand,0.01,0,180,0.3,3,0,CragField/CragField_Loot_Sand
CragField,Generic,CFRock,0.01,0,180,0.3,3,0,CragField/CragField_Loot_Rock
CragField,Generic,CFGround,0.01,0,180,0.3,3,0,CragField/CragField_Loot_Ground
CragField,Generic,CFGrass,0.05,0,180,0.3,3,0,CragField/CragField_Loot_Grass
CragField,Generic,CFSand,0.01,0,180,0.3,4,3,CragField/CragField_Creature_Sand
CragField,Generic,CFRock,0.01,0,180,0.3,4,3,CragField/CragField_Creature_Rock
CragField,Generic,CFGround,0.01,0,180,0.3,4,3,CragField/CragField_Creature_Ground
CragField,Generic,CFGrass,0.01,0,180,0.3,4,3,CragField/CragField_Creature_Grass
Prison_Aquarium,Generic,PrisonAquarium_Rock,0.01,35,135,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_Wall
Prison_Aquarium,Generic,PrisonAquarium_Sand,0.01,0,45,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_Sand
Prison_Aquarium,Generic,PrisonAquarium_Grass,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_Grass
Prison_Aquarium,Generic,PrisonAquarium_Coral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_Coral
Prison_Aquarium,Generic,PrisonAquarium_SpecialCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_SpecialCoral
Prison_Aquarium,Generic,PrisonAquarium_DeadCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_DeadCoral
Prison_Aquarium_Mid,Generic,PrisonAquarium_SpecialCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_SpecialCoral
Prison_Aquarium_Mid,Generic,PrisonAquarium_DeadCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_DeadCoral
Prison_Aquarium_Cave,Generic,PrisonAquarium_Rock,0.01,35,135,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_CaveWall
Prison_Aquarium_Cave,Generic,PrisonAquarium_Rock,0.01,135,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_CaveCeiling
Prison_Aquarium_Cave,Generic,PrisonAquarium_Sand,0.01,0,45,0.3,5,0,Prison/Aquarium/PrisonAquarium_Loot_CaveFloor
Prison_Aquarium,Generic,PrisonAquarium_Rock,0.01,35,135,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_Wall
Prison_Aquarium,Generic,PrisonAquarium_Sand,0.01,0,45,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_Sand
Prison_Aquarium,Generic,PrisonAquarium_Grass,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_Grass
Prison_Aquarium,Generic,PrisonAquarium_Coral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_Coral
Prison_Aquarium,Generic,PrisonAquarium_SpecialCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_SpecialCoral
Prison_Aquarium,Generic,PrisonAquarium_DeadCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_DeadCoral
Prison_Aquarium_Mid,Generic,PrisonAquarium_SpecialCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_SpecialCoral
Prison_Aquarium_Mid,Generic,PrisonAquarium_DeadCoral,0.01,0,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_DeadCoral
Prison_Aquarium_Cave,Generic,PrisonAquarium_Rock,0.01,35,135,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_CaveWall
Prison_Aquarium_Cave,Generic,PrisonAquarium_Rock,0.01,135,180,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_CaveCeiling
Prison_Aquarium_Cave,Generic,PrisonAquarium_Sand,0.01,0,45,0.3,5,0,Prison/Aquarium/PrisonAquarium_Creature_CaveFloor
LavaLakes_LavaPool,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor
LavaLakes_LavaPool,Generic,CoolLava,0.003,0,45,1,2,0,LavaLakes/LavaLakes_Loot_Floor_Far
LavaLakes_LavaPool,Generic,CoolLava,0.001,110,180,1,2,0,LavaLakes/LavaLakes_Loot_Ceiling
LavaLakes_LavaPool,Generic,CoolLava,0.002,45,90,1,2,0,LavaLakes/LavaLakes_Loot_Wall
